full_path,category_id,species_name,bboxs
../data/caltech/images_cropped/596bd9ab-23d2-11e8-a6a3-ec086b02610b.JPG,3,raccoon,"[{'category_id': 3, 'bbox': [192.0, 770.5600000000001, 384.0, 268.79999999999984]}]"
../data/caltech/images_cropped/58f73e39-23d2-11e8-a6a3-ec086b02610b.JPG,3,raccoon,"[{'category_id': 3, 'bbox': [1251.84, 742.4, 363.52, 230.39999999999998]}]"
../data/caltech/images_cropped/59a309fb-23d2-11e8-a6a3-ec086b02610b.JPG,3,raccoon,"[{'category_id': 3, 'bbox': [1469.44, 821.76, 384.0, 197.12]}]"
../data/caltech/images_cropped/58aa59d9-23d2-11e8-a6a3-ec086b02610b.JPG,3,raccoon,"[{'category_id': 3, 'bbox': [778.24, 857.6, 350.72, 343.03999999999985]}]"
../data/caltech/images_cropped/5a296431-23d2-11e8-a6a3-ec086b02610b.JPG,3,raccoon,"[{'category_id': 3, 'bbox': [7.68, 1192.96, 1994.24, 300.79999999999995]}]"
../data/caltech/images_cropped/58a53074-23d2-11e8-a6a3-ec086b02610b.JPG,3,raccoon,"[{'category_id': 3, 'bbox': [975.36, 448.0, 153.60000000000002, 258.55999999999995]}]"
../data/caltech/images_cropped/5879d2ae-23d2-11e8-a6a3-ec086b02610b.JPG,3,raccoon,"[{'category_id': 3, 'bbox': [440.32, 1031.6799999999998, 437.75999999999993, 442.8800000000001]}]"
../data/caltech/images_cropped/59c99e61-23d2-11e8-a6a3-ec086b02610b.JPG,3,raccoon,"[{'category_id': 3, 'bbox': [508.9228820800717, 738.0000000000032, 269.1067199706931, 109.59466552734418]}]"
../data/caltech/images_cropped/593d6968-23d2-11e8-a6a3-ec086b02610b.JPG,3,raccoon,"[{'category_id': 3, 'bbox': [604.16, 1039.36, 458.2400000000001, 440.31999999999994]}]"
../data/caltech/images_cropped/5a2964e0-23d2-11e8-a6a3-ec086b02610b.JPG,3,raccoon,"[{'category_id': 3, 'bbox': [814.08, 808.9599999999999, 332.80000000000007, 514.5600000000001]}]"
../data/caltech/images_cropped/5976a499-23d2-11e8-a6a3-ec086b02610b.JPG,3,raccoon,"[{'category_id': 3, 'bbox': [954.88, 563.1999999999999, 317.43999999999994, 245.76]}]"
../data/caltech/images_cropped/5a02fa59-23d2-11e8-a6a3-ec086b02610b.JPG,3,raccoon,"[{'category_id': 3, 'bbox': [761.3607485976166, 1091.6959225830958, 273.8072297740902, 174.8833274041072]}, {'category_id': 3, 'bbox': [1187.0868284399003, 1132.3253824850958, 335.6346687552922, 181.94932043049852]}]"
../data/caltech/images_cropped/5a197b2b-23d2-11e8-a6a3-ec086b02610b.JPG,3,raccoon,"[{'category_id': 3, 'bbox': [593.92, 657.9200000000001, 348.15999999999997, 450.55999999999995]}]"
../data/caltech/images_cropped/592de3fb-23d2-11e8-a6a3-ec086b02610b.JPG,3,raccoon,"[{'category_id': 3, 'bbox': [957.44, 844.8000000000001, 222.72000000000003, 419.84000000000003]}]"
../data/caltech/images_cropped/596ef0d8-23d2-11e8-a6a3-ec086b02610b.JPG,3,raccoon,"[{'category_id': 3, 'bbox': [596.48, 614.4000000000001, 343.03999999999996, 220.15999999999985]}]"
../data/caltech/images_cropped/597cd58a-23d2-11e8-a6a3-ec086b02610b.JPG,3,raccoon,"[{'category_id': 3, 'bbox': [1507.84, 972.8, 368.6400000000001, 448.0]}]"
../data/caltech/images_cropped/59edeffc-23d2-11e8-a6a3-ec086b02610b.JPG,3,raccoon,"[{'category_id': 3, 'bbox': [1268.0, 1052.3614501953114, 359.7534179687424, 232.17568397519616]}]"
../data/caltech/images_cropped/58823c05-23d2-11e8-a6a3-ec086b02610b.JPG,3,raccoon,"[{'category_id': 3, 'bbox': [706.56, 755.1999999999999, 230.4000000000001, 197.12]}, {'category_id': 3, 'bbox': [1198.08, 599.04, 844.8000000000002, 558.0799999999999]}]"
../data/caltech/images_cropped/58c97db9-23d2-11e8-a6a3-ec086b02610b.JPG,3,raccoon,"[{'category_id': 3, 'bbox': [1200.64, 550.4, 176.63999999999987, 291.84000000000003]}]"
../data/caltech/images_cropped/58d7a277-23d2-11e8-a6a3-ec086b02610b.JPG,3,raccoon,"[{'category_id': 3, 'bbox': [1072.64, 632.32, 153.5999999999999, 212.48000000000002]}]"
../data/caltech/images_cropped/59e77c89-23d2-11e8-a6a3-ec086b02610b.JPG,3,raccoon,"[{'category_id': 3, 'bbox': [412.16, 629.76, 273.92, 581.1200000000001]}]"
../data/caltech/images_cropped/588f67e5-23d2-11e8-a6a3-ec086b02610b.JPG,3,raccoon,"[{'category_id': 3, 'bbox': [752.128046875, 1127.936015625, 280.5759374999999, 365.823984375]}]"
../data/caltech/images_cropped/585da9dc-23d2-11e8-a6a3-ec086b02610b.JPG,3,raccoon,"[{'category_id': 3, 'bbox': [552.96, 1134.933359375, 363.52, 358.826640625]}]"
../data/caltech/images_cropped/59d5b658-23d2-11e8-a6a3-ec086b02610b.JPG,3,raccoon,"[{'category_id': 3, 'bbox': [832.0, 1070.08, 483.8399999999999, 307.20000000000005]}]"
../data/caltech/images_cropped/59d5b809-23d2-11e8-a6a3-ec086b02610b.JPG,3,raccoon,"[{'category_id': 3, 'bbox': [412.16, 596.48, 389.11999999999995, 437.76]}]"
../data/caltech/images_cropped/58a52d75-23d2-11e8-a6a3-ec086b02610b.JPG,3,raccoon,"[{'category_id': 3, 'bbox': [606.0119642857143, 960.9596428571429, 232.52410714285713, 268.07142857142867]}]"
../data/caltech/images_cropped/59bca38e-23d2-11e8-a6a3-ec086b02610b.JPG,3,raccoon,"[{'category_id': 3, 'bbox': [954.88, 849.9200000000001, 665.6, 366.0799999999999]}]"
../data/caltech/images_cropped/591996c3-23d2-11e8-a6a3-ec086b02610b.JPG,3,raccoon,"[{'category_id': 3, 'bbox': [975.36, 832.0, 225.2800000000001, 424.96000000000004]}]"
../data/caltech/images_cropped/597cd4ed-23d2-11e8-a6a3-ec086b02610b.JPG,3,raccoon,"[{'category_id': 3, 'bbox': [1355.1993727683994, 754.5709729194623, 408.83109569550334, 736.9054317474443]}]"
../data/caltech/images_cropped/58910ffc-23d2-11e8-a6a3-ec086b02610b.JPG,3,raccoon,"[{'category_id': 3, 'bbox': [490.8909821428571, 675.6557142857143, 288.3642857142857, 162.27758928571427]}]"
../data/caltech/images_cropped/58fd7d2b-23d2-11e8-a6a3-ec086b02610b.JPG,3,raccoon,"[{'category_id': 3, 'bbox': [578.56, 1280.0, 473.60000000000014, 213.76]}]"
../data/caltech/images_cropped/5906f29a-23d2-11e8-a6a3-ec086b02610b.JPG,3,raccoon,"[{'category_id': 3, 'bbox': [1021.44, 537.5999999999999, 220.16000000000008, 273.9200000000001]}]"
../data/caltech/images_cropped/5937346a-23d2-11e8-a6a3-ec086b02610b.JPG,3,raccoon,"[{'category_id': 3, 'bbox': [1031.68, 437.76, 176.6400000000001, 184.31999999999994]}]"
../data/caltech/images_cropped/5883e9cd-23d2-11e8-a6a3-ec086b02610b.JPG,3,raccoon,"[{'category_id': 3, 'bbox': [729.6, 1008.6399999999999, 317.43999999999994, 407.03999999999996]}]"
../data/caltech/images_cropped/5a1cb107-23d2-11e8-a6a3-ec086b02610b.JPG,3,raccoon,"[{'category_id': 3, 'bbox': [1305.6, 862.72, 624.6399999999999, 631.04]}]"
../data/caltech/images_cropped/5a0495e7-23d2-11e8-a6a3-ec086b02610b.JPG,3,raccoon,"[{'category_id': 3, 'bbox': [1091.2537350654975, 1018.7578575611072, 333.226665019904, 255.64335751530615]}]"
../data/caltech/images_cropped/594cea2f-23d2-11e8-a6a3-ec086b02610b.JPG,3,raccoon,"[{'category_id': 3, 'bbox': [1271.1381835937996, 645.886718750004, 639.8618164062003, 348.73757195472484]}]"
../data/caltech/images_cropped/59f1299a-23d2-11e8-a6a3-ec086b02610b.JPG,3,raccoon,"[{'category_id': 3, 'bbox': [578.56, 555.52, 312.31999999999994, 227.84000000000003]}]"
../data/caltech/images_cropped/59a7bbb0-23d2-11e8-a6a3-ec086b02610b.JPG,3,raccoon,"[{'category_id': 3, 'bbox': [5.12, 253.44, 2035.2, 1233.92]}]"
../data/caltech/images_cropped/592163c2-23d2-11e8-a6a3-ec086b02610b.JPG,3,raccoon,"[{'category_id': 3, 'bbox': [1152.0, 478.71999999999997, 184.31999999999994, 225.28000000000003]}, {'category_id': 3, 'bbox': [240.64, 1241.6, 593.92, 252.16000000000008]}]"
../data/caltech/images_cropped/58b4aab6-23d2-11e8-a6a3-ec086b02610b.JPG,3,raccoon,"[{'category_id': 3, 'bbox': [1159.68, 788.48, 435.20000000000005, 253.44000000000005]}]"
../data/caltech/images_cropped/5a0968db-23d2-11e8-a6a3-ec086b02610b.JPG,3,raccoon,"[{'category_id': 3, 'bbox': [1487.2717285156045, 1107.0000000000048, 422.0, 258.00000000000176]}]"
../data/caltech/images_cropped/59f5fd22-23d2-11e8-a6a3-ec086b02610b.JPG,3,raccoon,"[{'category_id': 3, 'bbox': [1122.816015625, 1187.84, 481.2800781249998, 305.9200000000001]}]"
../data/caltech/images_cropped/5971fb9d-23d2-11e8-a6a3-ec086b02610b.JPG,3,raccoon,"[{'category_id': 3, 'bbox': [1679.36, 1131.52, 309.76, 294.4000000000001]}]"
../data/caltech/images_cropped/58c97c5f-23d2-11e8-a6a3-ec086b02610b.JPG,3,raccoon,"[{'category_id': 3, 'bbox': [1177.6, 491.52, 143.36000000000013, 250.88]}]"
../data/caltech/images_cropped/59b482e2-23d2-11e8-a6a3-ec086b02610b.JPG,3,raccoon,"[{'category_id': 3, 'bbox': [20.48, 227.84000000000003, 2024.96, 1241.6]}]"
../data/caltech/images_cropped/59cf47be-23d2-11e8-a6a3-ec086b02610b.JPG,3,raccoon,"[{'category_id': 3, 'bbox': [0.0, 757.0946216583347, 277.60136127471617, 504.72974777217337]}]"
../data/caltech/images_cropped/58809569-23d2-11e8-a6a3-ec086b02610b.JPG,3,raccoon,"[{'category_id': 3, 'bbox': [1159.68, 473.6, 166.39999999999986, 245.76]}]"
../data/caltech/images_cropped/58857cd4-23d2-11e8-a6a3-ec086b02610b.JPG,3,raccoon,"[{'category_id': 3, 'bbox': [1170.188828125, 514.88, 169.492421875, 237.93921875]}]"
../data/caltech/images_cropped/59ddc25e-23d2-11e8-a6a3-ec086b02610b.JPG,3,raccoon,"[{'category_id': 3, 'bbox': [665.6, 619.52, 227.84000000000003, 220.15999999999997]}]"
../data/caltech/images_cropped/59279ad4-23d2-11e8-a6a3-ec086b02610b.JPG,3,raccoon,"[{'category_id': 3, 'bbox': [865.28, 857.6, 345.60000000000014, 345.6]}]"
../data/caltech/images_cropped/59055d33-23d2-11e8-a6a3-ec086b02610b.JPG,3,raccoon,"[{'category_id': 3, 'bbox': [896.0, 670.72, 250.8800000000001, 238.07999999999993]}]"
../data/caltech/images_cropped/58d2ed74-23d2-11e8-a6a3-ec086b02610b.JPG,3,raccoon,"[{'category_id': 3, 'bbox': [1113.6, 680.96, 194.55999999999995, 276.48]}]"
../data/caltech/images_cropped/58c1c216-23d2-11e8-a6a3-ec086b02610b.JPG,3,raccoon,"[{'category_id': 3, 'bbox': [1214.4698214285713, 544.1828571428571, 154.71767857142868, 262.88125]}]"
../data/caltech/images_cropped/598de8fb-23d2-11e8-a6a3-ec086b02610b.JPG,3,raccoon,"[{'category_id': 3, 'bbox': [1159.68, 670.72, 240.6400000000001, 422.4000000000001]}]"
../data/caltech/images_cropped/5a04958b-23d2-11e8-a6a3-ec086b02610b.JPG,3,raccoon,"[{'category_id': 3, 'bbox': [780.8, 417.28, 322.55999999999995, 573.44]}]"
../data/caltech/images_cropped/5968c1b6-23d2-11e8-a6a3-ec086b02610b.JPG,3,raccoon,"[{'category_id': 3, 'bbox': [774.2824707031244, 1141.4400634765668, 242.7175292968755, 208.55993652344017]}, {'category_id': 3, 'bbox': [295.25690538848255, 948.4509530635671, 319.9991041640448, 166.5974717555463]}, {'category_id': 3, 'bbox': [356.5440673828045, 1020.5153198242242, 244.7638854980403, 128.86883544921807]}]"
../data/caltech/images_cropped/58aa58a6-23d2-11e8-a6a3-ec086b02610b.JPG,3,raccoon,"[{'category_id': 3, 'bbox': [901.12, 642.56, 294.4, 248.31999999999994]}]"
../data/caltech/images_cropped/59f5fd31-23d2-11e8-a6a3-ec086b02610b.JPG,3,raccoon,"[{'category_id': 3, 'bbox': [64.0, 773.1199999999999, 1088.0, 716.8000000000002]}, {'category_id': 3, 'bbox': [1210.88, 839.68, 652.8, 650.2400000000001]}]"
../data/caltech/images_cropped/58b9d6ee-23d2-11e8-a6a3-ec086b02610b.JPG,3,raccoon,"[{'category_id': 3, 'bbox': [186.88, 1187.84, 407.0400000000001, 299.52]}]"
../data/caltech/images_cropped/59c177a8-23d2-11e8-a6a3-ec086b02610b.JPG,3,raccoon,"[{'category_id': 3, 'bbox': [847.36, 550.4, 302.08000000000004, 476.15999999999997]}]"
../data/caltech/images_cropped/591cb144-23d2-11e8-a6a3-ec086b02610b.JPG,3,raccoon,"[{'category_id': 3, 'bbox': [128.0, 1310.72, 499.20000000000005, 176.6400000000001]}]"
../data/caltech/images_cropped/59f129b3-23d2-11e8-a6a3-ec086b02610b.JPG,3,raccoon,"[{'category_id': 3, 'bbox': [1759.0, 663.719665527344, 289.0, 830.280334472656]}]"
../data/caltech/images_cropped/59f79ae7-23d2-11e8-a6a3-ec086b02610b.JPG,3,raccoon,"[{'category_id': 3, 'bbox': [38.4, 1036.8000000000002, 547.84, 286.72]}]"
../data/caltech/images_cropped/58b8231a-23d2-11e8-a6a3-ec086b02610b.JPG,3,raccoon,"[{'category_id': 3, 'bbox': [1008.64, 757.76, 194.56000000000006, 368.6400000000001]}]"
../data/caltech/images_cropped/59ac6c5e-23d2-11e8-a6a3-ec086b02610b.JPG,3,raccoon,"[{'category_id': 3, 'bbox': [381.44, 632.32, 384.00000000000006, 209.91999999999996]}]"
../data/caltech/images_cropped/59d5b861-23d2-11e8-a6a3-ec086b02610b.JPG,3,raccoon,"[{'category_id': 3, 'bbox': [1387.52, 678.4, 465.9200000000001, 309.76]}]"
../data/caltech/images_cropped/599a5c19-23d2-11e8-a6a3-ec086b02610b.JPG,3,raccoon,"[{'category_id': 3, 'bbox': [102.4, 680.96, 632.32, 353.28]}]"
../data/caltech/images_cropped/59ac6c52-23d2-11e8-a6a3-ec086b02610b.JPG,3,raccoon,"[{'category_id': 3, 'bbox': [386.56, 624.64, 1656.32, 860.1600000000003]}]"
../data/caltech/images_cropped/59a49b4d-23d2-11e8-a6a3-ec086b02610b.JPG,3,raccoon,"[{'category_id': 3, 'bbox': [830.293359375, 413.01335937499994, 372.053359375, 286.72]}]"
../data/caltech/images_cropped/5a2c8428-23d2-11e8-a6a3-ec086b02610b.JPG,3,raccoon,"[{'category_id': 3, 'bbox': [988.16, 1195.52, 693.7600000000001, 294.4000000000001]}]"
../data/caltech/images_cropped/5a2af6c9-23d2-11e8-a6a3-ec086b02610b.JPG,3,raccoon,"[{'category_id': 3, 'bbox': [650.24, 872.96, 424.96000000000004, 217.5999999999999]}, {'category_id': 3, 'bbox': [737.28, 711.68, 317.44000000000005, 156.15999999999997]}]"
../data/caltech/images_cropped/5a24a74f-23d2-11e8-a6a3-ec086b02610b.JPG,3,raccoon,"[{'category_id': 3, 'bbox': [1374.72, 396.80000000000007, 215.03999999999996, 184.31999999999994]}, {'category_id': 3, 'bbox': [860.16, 1167.3600000000001, 245.7600000000001, 326.39999999999986]}]"
../data/caltech/images_cropped/5946b83c-23d2-11e8-a6a3-ec086b02610b.JPG,3,raccoon,"[{'category_id': 3, 'bbox': [422.1952232142857, 930.3771428571429, 273.99897321428574, 430.0449107142856]}]"
../data/caltech/images_cropped/5a1978f7-23d2-11e8-a6a3-ec086b02610b.JPG,3,raccoon,"[{'category_id': 3, 'bbox': [661.0, 1087.0000000000055, 174.0, 106.00000000000001]}, {'category_id': 3, 'bbox': [1144.0, 976.9999999999935, 155.01708984380005, 109.99999999999991]}, {'category_id': 3, 'bbox': [1232.7923583984025, 896.9999999999957, 163.13122558599989, 65.41455078125037]}, {'category_id': 3, 'bbox': [884.0, 978.9999999999994, 137.07751464839987, 130.99999999999932]}]"
../data/caltech/images_cropped/59fae405-23d2-11e8-a6a3-ec086b02610b.JPG,3,raccoon,"[{'category_id': 3, 'bbox': [957.44, 952.3199999999999, 245.76, 514.56]}]"
../data/caltech/images_cropped/585f4f02-23d2-11e8-a6a3-ec086b02610b.JPG,3,raccoon,"[{'category_id': 3, 'bbox': [1218.56, 975.36, 668.1600000000001, 376.32000000000005]}]"
../data/caltech/images_cropped/5965a92d-23d2-11e8-a6a3-ec086b02610b.JPG,3,raccoon,"[{'category_id': 3, 'bbox': [942.2252197265612, 380.5535278320279, 1105.7747802734386, 1111.4464721679662]}]"
../data/caltech/images_cropped/59849869-23d2-11e8-a6a3-ec086b02610b.JPG,3,raccoon,"[{'category_id': 3, 'bbox': [145.92, 186.88, 486.4, 368.64]}, {'category_id': 3, 'bbox': [849.92, 883.1999999999999, 296.96000000000015, 483.84000000000003]}]"
../data/caltech/images_cropped/5a130875-23d2-11e8-a6a3-ec086b02610b.JPG,3,raccoon,"[{'category_id': 3, 'bbox': [212.48, 433.493359375, 397.6533593749999, 281.59999999999997]}]"
../data/caltech/images_cropped/589958d1-23d2-11e8-a6a3-ec086b02610b.JPG,3,raccoon,"[{'category_id': 3, 'bbox': [824.32, 929.28, 294.4, 476.1600000000001]}]"
../data/caltech/images_cropped/59bac8fc-23d2-11e8-a6a3-ec086b02610b.JPG,3,raccoon,"[{'category_id': 3, 'bbox': [407.04, 752.64, 271.36000000000007, 186.88]}, {'category_id': 3, 'bbox': [46.08, 921.5999999999999, 430.08, 248.31999999999994]}]"
../data/caltech/images_cropped/59c66b91-23d2-11e8-a6a3-ec086b02610b.JPG,3,raccoon,"[{'category_id': 3, 'bbox': [870.4, 586.24, 307.19999999999993, 576.0]}]"
../data/caltech/images_cropped/58df6a45-23d2-11e8-a6a3-ec086b02610b.JPG,3,raccoon,"[{'category_id': 3, 'bbox': [1541.12, 867.8399999999999, 478.72, 360.96000000000026]}]"
../data/caltech/images_cropped/5a217905-23d2-11e8-a6a3-ec086b02610b.JPG,3,raccoon,"[{'category_id': 3, 'bbox': [754.0, 764.0000000000056, 237.0, 106.37786865234447]}]"
../data/caltech/images_cropped/5991032f-23d2-11e8-a6a3-ec086b02610b.JPG,3,raccoon,"[{'category_id': 3, 'bbox': [1134.0799975585937, 570.88, 263.68000000000006, 350.7199999999999]}]"
../data/caltech/images_cropped/5a2e145f-23d2-11e8-a6a3-ec086b02610b.JPG,3,raccoon,"[{'category_id': 3, 'bbox': [1126.0, 1052.361572265629, 415.94946289061886, 214.5101428031931]}]"
../data/caltech/images_cropped/5922ecac-23d2-11e8-a6a3-ec086b02610b.JPG,3,raccoon,"[{'category_id': 3, 'bbox': [404.48, 1054.72, 355.84000000000003, 439.03999999999996]}]"
../data/caltech/images_cropped/59c99e25-23d2-11e8-a6a3-ec086b02610b.JPG,3,raccoon,"[{'category_id': 3, 'bbox': [816.64, 463.36, 243.19999999999993, 401.91999999999996]}]"
../data/caltech/images_cropped/58fd7c99-23d2-11e8-a6a3-ec086b02610b.JPG,3,raccoon,"[{'category_id': 3, 'bbox': [762.88, 1300.48, 384.0000000000001, 193.27999999999997]}]"
../data/caltech/images_cropped/58823eb6-23d2-11e8-a6a3-ec086b02610b.JPG,9,coyote,"[{'category_id': 9, 'bbox': [560.64, 660.48, 286.72, 217.5999999999999]}]"
../data/caltech/images_cropped/58bb8a5a-23d2-11e8-a6a3-ec086b02610b.JPG,9,coyote,"[{'category_id': 9, 'bbox': [422.4, 714.24, 545.28, 440.31999999999994]}]"
../data/caltech/images_cropped/59a62944-23d2-11e8-a6a3-ec086b02610b.JPG,9,coyote,"[{'category_id': 9, 'bbox': [107.52, 727.04, 212.48000000000002, 337.9200000000001]}]"
../data/caltech/images_cropped/5a0b0212-23d2-11e8-a6a3-ec086b02610b.JPG,9,coyote,"[{'category_id': 9, 'bbox': [811.4882005234483, 906.2815124429973, 262.8360012314419, 239.85580440249342]}]"
../data/caltech/images_cropped/59c66975-23d2-11e8-a6a3-ec086b02610b.JPG,9,coyote,"[{'category_id': 9, 'bbox': [844.8, 744.96, 465.9200000000001, 279.03999999999996]}]"
../data/caltech/images_cropped/599d7be3-23d2-11e8-a6a3-ec086b02610b.JPG,9,coyote,"[{'category_id': 9, 'bbox': [632.32, 1064.96, 719.36, 419.8399999999999]}]"
../data/caltech/images_cropped/59af9924-23d2-11e8-a6a3-ec086b02610b.JPG,9,coyote,"[{'category_id': 9, 'bbox': [496.64, 624.64, 360.96000000000004, 355.84000000000003]}]"
../data/caltech/images_cropped/59af959b-23d2-11e8-a6a3-ec086b02610b.JPG,9,coyote,"[{'category_id': 9, 'bbox': [1515.52, 701.44, 309.76, 442.8799999999999]}]"
../data/caltech/images_cropped/595c6a1b-23d2-11e8-a6a3-ec086b02610b.JPG,9,coyote,"[{'category_id': 9, 'bbox': [420.96132946014205, 889.3839852809948, 416.83425760270336, 356.9917156696141]}]"
../data/caltech/images_cropped/5967362d-23d2-11e8-a6a3-ec086b02610b.JPG,9,coyote,"[{'category_id': 9, 'bbox': [10.24, 30.72, 1666.56, 1463.04]}]"
../data/caltech/images_cropped/58a1c961-23d2-11e8-a6a3-ec086b02610b.JPG,9,coyote,"[{'category_id': 9, 'bbox': [1654.4, 684.8000000000001, 422.4000000000001, 233.5999999999999]}]"
../data/caltech/images_cropped/58b131a2-23d2-11e8-a6a3-ec086b02610b.JPG,9,coyote,"[{'category_id': 9, 'bbox': [524.8, 655.36, 640.0, 614.4000000000002]}]"
../data/caltech/images_cropped/58678e8a-23d2-11e8-a6a3-ec086b02610b.JPG,9,coyote,"[{'category_id': 9, 'bbox': [1267.2, 619.52, 716.8, 419.8399999999999]}]"
../data/caltech/images_cropped/5a1fe6d0-23d2-11e8-a6a3-ec086b02610b.JPG,9,coyote,"[{'category_id': 9, 'bbox': [1162.3560679016039, 839.0868271325847, 752.5283965441024, 537.0155693648213]}]"
../data/caltech/images_cropped/59d0e4b5-23d2-11e8-a6a3-ec086b02610b.JPG,9,coyote,"[{'category_id': 9, 'bbox': [1164.8, 944.64, 524.8, 276.48000000000013]}]"
../data/caltech/images_cropped/58a6e643-23d2-11e8-a6a3-ec086b02610b.JPG,9,coyote,"[{'category_id': 9, 'bbox': [1395.2, 568.3199999999999, 650.24, 512.0000000000002]}]"
../data/caltech/images_cropped/59f2c3df-23d2-11e8-a6a3-ec086b02610b.JPG,9,coyote,"[{'category_id': 9, 'bbox': [0.0, 936.6486641566004, 526.7027114232422, 552.6486577988045]}]"
../data/caltech/images_cropped/59aadc30-23d2-11e8-a6a3-ec086b02610b.JPG,9,coyote,"[{'category_id': 9, 'bbox': [134.16217041016, 172.63513183593918, 280.83782958984, 311.3648681640601]}]"
../data/caltech/images_cropped/58ede39c-23d2-11e8-a6a3-ec086b02610b.JPG,9,coyote,"[{'category_id': 9, 'bbox': [218.1441796875, 561.4109375, 325.6100613839286, 177.79419642857147]}]"
../data/caltech/images_cropped/5a07cc6e-23d2-11e8-a6a3-ec086b02610b.JPG,9,coyote,"[{'category_id': 9, 'bbox': [1584.64, 727.04, 360.9599999999998, 245.76]}]"
../data/caltech/images_cropped/59ffbc25-23d2-11e8-a6a3-ec086b02610b.JPG,9,coyote,"[{'category_id': 9, 'bbox': [709.12, 888.32, 952.32, 601.6]}]"
../data/caltech/images_cropped/58ce3f83-23d2-11e8-a6a3-ec086b02610b.JPG,9,coyote,"[{'category_id': 9, 'bbox': [586.24, 657.9200000000001, 296.96000000000004, 250.88]}]"
../data/caltech/images_cropped/58643848-23d2-11e8-a6a3-ec086b02610b.JPG,9,coyote,"[{'category_id': 9, 'bbox': [547.84, 1103.3600000000001, 386.55999999999995, 390.39999999999986]}]"
../data/caltech/images_cropped/58ac0d49-23d2-11e8-a6a3-ec086b02610b.JPG,9,coyote,"[{'category_id': 9, 'bbox': [7.68, 624.64, 762.88, 506.88]}]"
../data/caltech/images_cropped/599fc0f2-23d2-11e8-a6a3-ec086b02610b.JPG,9,coyote,"[{'category_id': 9, 'bbox': [10.24, 593.92, 140.79999999999998, 870.4000000000001]}]"
../data/caltech/images_cropped/59a7be21-23d2-11e8-a6a3-ec086b02610b.JPG,9,coyote,"[{'category_id': 9, 'bbox': [583.68, 1172.48, 314.88, 317.44000000000005]}]"
../data/caltech/images_cropped/590b9e3f-23d2-11e8-a6a3-ec086b02610b.JPG,9,coyote,"[{'category_id': 9, 'bbox': [186.88, 701.44, 593.92, 314.8799999999999]}]"
../data/caltech/images_cropped/5a1cafd1-23d2-11e8-a6a3-ec086b02610b.JPG,9,coyote,"[{'category_id': 9, 'bbox': [926.72, 970.24, 570.8799999999999, 320.0]}]"
../data/caltech/images_cropped/597830d2-23d2-11e8-a6a3-ec086b02610b.JPG,9,coyote,"[{'category_id': 9, 'bbox': [138.38450295455948, 784.9741633112003, 217.91582649165824, 185.30798384143748]}]"
../data/caltech/images_cropped/59c99f23-23d2-11e8-a6a3-ec086b02610b.JPG,9,coyote,"[{'category_id': 9, 'bbox': [1193.6857910156289, 721.7634887695298, 854.3142089843712, 744.4763793945368]}]"
